Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
5365801,900490,GEFALO Kombi-Konservierer 2 in 1 1L Dose,12390,Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|KFZ-Reinigung und -Pflege|Gefalo Konservierer 2in1,GEFALO® Kombi-Konservierer 2in1 / 1 Liter,Gefalo Konservierer 2in1,Effizient und gefahrlos konservieren,"• Extrem vielseitig durch 2 in 1 Rezeptformel für beste Hohlraumkonservierung und Unterbodenschutz

• Hohe Beständigkeit mit extrem hohem Feststoffanteil von 80 %

• Äußerst ergiebig - Bis zu 5-mal mehr Fläche behandelbar","• Hervorragender Langzeitkorrosionsschutz auf Wachsbasis für den Hohlraum- und Unterbodenbereich von Karosserien 

• Hohe Hafteigenschaften auf fast allen verschiedenen Materialien sowie verträglich auf fast allen Gummi- und Kunststoffbauteilen

• Durch die Wachsbasis verfügt der GEFALO® Konservierer 2 in 1 über einen „Selbstheilungs-Effekt“, der kleinere Beschädigungen selbsttätig durch gute Kriecheigenschaften wieder verschließen kann

• Geringe Tropfneigung

• Nach Auftrag sofort Spritzwasser abweisend

• Nach Trocknung grifffest, elastisch und sehr kälteflexibel 

• Frei von Bitumen, PVC und Schwermetall 

• 1-Liter-Dose und Gebinde: Die Applikation des gebrauchsfertigen Materials erfolgt mittels Luft- bzw. Airless-Zerstäubung bei Materialtemperatur von +18 °C bis +25 °C","Korrosionsgefährdete Bereiche in Karosserien wie Blechdoppelungen (Falze, Spalte, Flansche), Kanten und Flächen; Konservierung stark beanspruchter Bauteile und Gerätschaften in der Land- und Forstwirtschaft die extremen Witterungseinflüssen und starker Beanspruchung ausgesetzt sind",,"Vielseitige 2-in-1 Rezeptur: Hohlraumkonservierung & Unterbodenschutz. Beständig, 80 % Feststoffanteil.

Ergiebig: Bis zu 5-mal mehr Fläche.",
5365945,681112042,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 42 x 420 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 42 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365947,681112052,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 52 x 450 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 52 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365949,681112062,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 62 x 450 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 62 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365951,681112072,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 72 x 450 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 72 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365953,681112082,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 82 x 450 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 82 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365955,681112092,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 92 x 450 mm, 1 1/4 Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 92 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365959,681112112,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 112 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 112 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365961,900037,Insecto 750 ml im Polysprüher,12274,Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|KFZ-Reinigung und -Pflege|INSECTO,INSECTO / 750 ml,INSECTO,Insektenentferner,"• Umweltfreundlicher und gebrauchsfertiger Insektenentferner

• Zum Aufsprühen: Somit maximale Zeitersparnis und Effektivität beim Einsatz

• Bestmöglicher Schutz für den Anwender, da kennzeichnungsfrei","• Keine Überdosierung möglich, da kein Konzentrat

• Schnelle und rückstandsfreie Reinigung

• Angenehmer Geruch, daher auch gut für Arbeiten in geschlossenen Räumen geeignet

• Entfernt auch Teerspritzer","Windschutzscheiben, Scheinwerfer und lackierte Oberflächen. Entfernt Insektenrückstände, Teer sowie andere Verunreinigungen von Lacken, Kunststoff, Glas oder Chrom-Oberflächen.",,"Gebrauchsfertiger, umweltfreundlicher Insektenentferner.

Aufsprühen für Zeitersparnis & Effektivität.

Anwenderfreundlich, kennzeichnungsfrei.",https://youtu.be/gfUXFuNYXvg
5365963,681112122,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 122 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 122 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365965,681112127,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 127 x 450 mm, 1 1/4 Anschluss, Farbe: sc",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 127 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365967,900038010,Insecto im Gebinde,12274,Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|KFZ-Reinigung und -Pflege|INSECTO,INSECTO / 10 Liter,INSECTO,Insektenentferner,"• Umweltfreundlicher und gebrauchsfertiger Insektenentferner

• Zum Aufsprühen: Somit maximale Zeitersparnis und Effektivität beim Einsatz

• Bestmöglicher Schutz für den Anwender, da kennzeichnungsfrei","• Keine Überdosierung möglich, da kein Konzentrat

• Schnelle und rückstandsfreie Reinigung

• Angenehmer Geruch, daher auch gut für Arbeiten in geschlossenen Räumen geeignet

• Entfernt auch Teerspritzer","Windschutzscheiben, Scheinwerfer und lackierte Oberflächen. Entfernt Insektenrückstände, Teer sowie andere Verunreinigungen von Lacken, Kunststoff, Glas oder Chrom-Oberflächen.",,"Gebrauchsfertiger, umweltfreundlicher Insektenentferner.

Aufsprühen für Zeitersparnis & Effektivität.

Anwenderfreundlich, kennzeichnungsfrei.",https://youtu.be/gfUXFuNYXvg
5365971,681112132,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 132 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 132 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365973,681112142,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 142 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 142 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365975,681112152,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 152 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 152 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365977,681112162,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 162 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 162 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365979,681112182,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 182 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 182 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365983,681112202,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 200 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 202 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5365985,681112225,"MIKROSCHLAG Trockenbohrkrone MST 450 Matrix 225 x 450 mm, 1 1/4Anschluss, Farbe: sch",12319,Produkte entdecken|Diamant-Technik|Diamant-Bohrkronen|Trockenbohrkrone MST 450,Trockenbohrkrone MST 450 / ø 225 mm,Trockenbohrkrone MST 450,,,"• Kronenkörper mit Nutzlänge von 450 mm

• Maximale Bohrtiefe von 450 mm

• Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit

• TM-Segment: Das TECHNOLIT Matrix Segment beinhaltet Diamanten in exakter und gleichmäßiger Anordnung. Und sorgt so für einen hohen Bohrvorschub bei konstanter Bohrgeschwindigkeit und einer langen Lebensdauer.

• Das 10 mm hohe MATRIX Trockenbohrsegment garantiert: Hohen Bohrvorschub, konstante Bohrgeschwindigkeit, lange Lebensdauer",,,"Kronenkörper mit Nutzlänge von 450 mm

Mikroschlag Technologie, auch für Trockenbohren geeignet

Lasergeschweißte MATRIX Segmente für maximale Bruchsicherheit",
5366653,840031,Sicherheitsentfetter TechnoSafe 500 ml,12414,"Produkte entdecken|Chemisch-Technische Produkte|Fahrzeugchemie|Karosserie-Chemie|Sicherheitsentfetter TechnoSafe
Produkte entdecken|Chemisch-Technische Produkte|Zertifizierte NSF-Produkte|Sicherheitsentfetter TechnoSafe",Sicherheitsentfetter TechnoSafe® / 500 ml,Sicherheitsentfetter TechnoSafe,"Hochmoderner, lösemittelhaltiger Reiniger der neuesten Generation","• Entfernt öligen Schmutz, Fett, Harz und Silikon

• Extrem hohe Wirkstoffkonzentration für besonders schnelle und gründliche Reinigung

• Frei von n-Hexan – geringe Gefahr für Mitarbeitende","• Frei von n-Hexan, Mikroplastik, Fluorverbindungen und allergenen Duftstoffen

• Bindet und schwemmt Abriebstaub ab

• Reinigt durch hohen Sprühdruck an schwer zugänglichen Stellen

• Verminderte Gefahr des Flammenrückschlags durch CO2-Treibgas

• Untere Explosionsgrenze liegt bei >1,5 Vol. %","PKW- und LKW-Servicebetriebe, Zweirad- und Landmaschinenbetriebe, im gesamten Handwerk, bei Reparatur und Montage, Bremstrommeln, -scheiben, -klötze, -leitungen, -zylinder, Motor- und Fahrzeugteile, Kettenbetriebe",,"Beseitigt öligen Schmutz, Fett, Harz und Silikon.

Hochkonzentriert für schnelle, gründliche Reinigung.

Mitarbeiterfreundlich ohne n-Hexan.",
